c g $max_lat $min_lat $max_lon $min_lon $center_lat $center_lon
c p #nodes #edges
n 254793910 51.5515856 7.1044159
n 254877326 51.5180026 7.1106497
n 254892353 51.5180313 7.1109671
n 254893540 51.5382518 7.3858213
n 254894197 51.5359719 7.385839
n 254896793 51.5192198 7.1130246
n 254896807 51.5193056 7.1132087
n 254901539 51.5406764 7.362378
n 254904007 51.5180745 7.1100189
n 255167950 51.5012549 7.465501
n 255231558 51.3942775 7.4705361
n 255233423 51.3975402 7.4690266
n 255233425 51.3974951 7.4688501
n 255233427 51.3972881 7.4689133
n 255239708 51.5044738 7.4588976
n 255242541 51.5502857 7.4912581
n 255260007 51.2816036 7.48857
n 255260024 51.2841458 7.4898341
n 255376398 51.359579 7.4796806
n 255460875 51.549972 7.1236968
n 255548523 51.3476026 7.4917947
n 255548542 51.3589356 7.4771765
n 255761669 51.4071604 7.1457327
n 255839428 51.4539043 7.4178184
n 255846130 51.4447048 7.4185517
n 255848896 51.4405241 7.41533
n 255852723 51.4630167 7.4262487
n 255853331 51.4616894 7.4157879
n 255949384 51.4963296 7.1046579
n 255954548 51.4964858 7.1053109
n 255955273 51.4915837 7.103508
n 255955304 51.4942207 7.1040462
n 256484760 51.4692585 7.4660477
n 256532291 51.4581072 7.1765134
n 256532300 51.4610167 7.1722322
n 256532458 51.4629796 7.1682942
n 256532461 51.463509 7.1686959
n 256533809 51.4769888 7.1890461
n 256685907 51.3557158 7.4683449
n 256685930 51.3585076 7.4615433
n 256688067 51.3536367 7.4785335
n 256688076 51.3552054 7.4772796
n 256863044 51.4950967 7.4196758
n 256863510 51.4850131 7.3582605
n 256863523 51.4881743 7.350957
n 256863877 51.4822372 7.3514086
n 256864127 51.4805949 7.3453104
n 256864132 51.4815915 7.3443245
n 256872372 51.4759202 7.3329439
n 256872377 51.4782456 7.3393975
n 256898081 51.3647543 7.1271858
n 256898618 51.3054239 7.1451563
n 256898624 51.3189347 7.1493253
n 257058284 51.4563952 7.4303807
n 257538556 51.4406767 7.4884115
n 257538748 51.4393521 7.5027854
n 258396681 51.4181501 7.3378177
n 258617205 51.4186445 7.4151227
n 258619645 51.4169029 7.4216095
n 258620580 51.4157124 7.4193246
n 258632662 51.4269802 7.4085176
n 258632696 51.4250193 7.4113448
n 258725426 51.4207543 7.1462392
n 258823626 51.4340415 7.4307194
n 258825212 51.4170612 7.415674
n 258827598 51.4118328 7.4265136
n 258828192 51.4194772 7.423907
n 258848230 51.2816731 7.389565
n 259025183 51.5123806 7.4552364
n 259150960 51.5118968 7.3217728
n 259223301 51.5204335 7.3314272
n 259223307 51.5189794 7.328767
n 259246261 51.379974 7.1317239
n 259246272 51.3872594 7.1414263
n 259407012 51.4972631 7.4539499
n 259491130 51.482938 7.2008642
n 259491140 51.4814857 7.2019863
n 259506583 51.3514662 7.4726319
n 259506584 51.3511384 7.4720453
n 259506602 51.3490015 7.4687363
n 259506665 51.354035 7.4739276
n 259639884 51.3596349 7.4695136
n 259686542 51.3752271 7.1378915
n 259686568 51.3833087 7.1435326
n 259686586 51.3896692 7.1519715
n 259686645 51.3843124 7.1464461
n 259693099 51.3846201 7.1470876
n 259693111 51.3868349 7.1503608
n 259693124 51.3877399 7.1492961
n 259734707 51.3611597 7.472001
n 259832713 51.346768 7.4951388
n 259857745 51.5008862 7.459102
n 259857790 51.4970869 7.4593788
n 259857794 51.4972619 7.4592409
n 260002287 51.4107414 7.1452484
n 260010454 51.4120297 7.145945
n 260024247 51.3459335 7.4977693
n 260025818 51.3547906 7.4757705
n 260030145 51.3508733 7.4692553
n 260030151 51.3499974 7.4699089
n 260030195 51.3433828 7.4791438
n 260030197 51.3434189 7.4714031
n 260030224 51.3436095 7.4711126
n 260030232 51.3456766 7.4658293
n 260047280 51.383149 7.1109886
n 260048608 51.3740101 7.1403138
n 260394228 51.3065149 7.528682
n 260394233 51.3086747 7.5251876
n 260394248 51.3079697 7.5244425
n 260394253 51.3092313 7.5249863
n 261047832 51.5200642 7.4193727
n 261047840 51.518026 7.4229489
n 261052146 51.5214324 7.3685774
n 261632486 51.501658 7.5261494
n 261964266 51.4286295 7.2797164
n 261964354 51.4126746 7.254141
n 261964355 51.4126479 7.2541081
n 261964374 51.4125928 7.2358224
n 261964444 51.4187966 7.2236567
n 262003961 51.4223214 7.2128621
n 262003975 51.4227469 7.2119192
n 262003979 51.4214977 7.2103935
n 262004037 51.4191538 7.1842741
n 262004173 51.4062529 7.1700541
n 262018639 51.3874744 7.1607497
n 262018646 51.3877928 7.1561971
n 262089515 51.5066253 7.3821561
n 262096440 51.4943599 7.4549361
n 262096488 51.4918006 7.4564787
n 262097672 51.4936549 7.4598139
n 262098001 51.486986 7.4557263
n 262139488 51.4611336 7.1436156
n 262153334 51.483932 7.4019253
n 262153344 51.4822635 7.401713
n 262153990 51.4861264 7.4046457
n 262163431 51.4887312 7.4555748
n 262163632 51.4844679 7.458752
n 262349087 51.5096776 7.3387884
n 262349118 51.5098226 7.3390757
n 262377817 51.4957673 7.1621175
n 262377829 51.49908 7.1640903
n 262377830 51.4989083 7.1648855
n 262377834 51.4997739 7.1649169
n 262496218 51.4668746 7.3681113
n 262551600 51.5053299 7.4596255
n 262551611 51.5031366 7.4551097
n 262551628 51.5002621 7.4588328
n 262551631 51.4994163 7.4589762
n 262551632 51.5009421 7.4587171
n 262986902 51.4934155 7.1720745
n 262991292 51.3525831 7.4670911
n 262996172 51.4288371 7.2493179
n 263819520 51.442754 7.3565021
n 264086104 51.4362809 7.3846983
n 264086234 51.4328072 7.3882256
n 264086325 51.4303539 7.3887552
n 264086342 51.4313861 7.3964013
n 264086350 51.4312453 7.3963465
n 264086492 51.4301367 7.3859976
n 264090667 51.411268 7.1131487
n 264090680 51.411731 7.1108006
n 264126800 51.3729408 7.1366482
n 264127054 51.3639653 7.1391461
n 264127407 51.3403914 7.1363191
n 264563448 51.416351 7.2028326
n 264563549 51.3932595 7.2242369
n 264786290 51.5466615 7.1137039
n 264791632 51.5480022 7.1064686
n 264971565 51.3812019 7.1650025
n 264978390 51.3705975 7.1386541
n 264978405 51.366032 7.1602272
n 264978561 51.356605 7.1723192
n 264978570 51.3607212 7.1662773
n 264978644 51.3624772 7.1733067
n 264978680 51.3576898 7.1865815
n 264978694 51.356708 7.1889194
n 264978696 51.3577588 7.1866666
n 264978704 51.3516106 7.1843686
n 264978709 51.352786 7.1878806
n 264978712 51.3525807 7.1876673
n 264978794 51.3481339 7.1826965
n 264978800 51.3487679 7.1827288
n 265093911 51.3060569 7.2497585
n 265099195 51.2984034 7.181518
n 265195978 51.3505226 7.116835
n 265787982 51.4806798 7.2159794
n 265974915 51.2815238 7.4592928
n 265974930 51.2847787 7.4627422
n 266178621 51.4392333 7.3906349
n 266394702 51.322222 7.2351578
n 266396401 51.3760072 7.1968351
n 266830524 51.3582178 7.1907447
n 266831210 51.3304366 7.2234426
n 266964808 51.3196871 7.341463
n 266976677 51.4047053 7.2063061
n 267125888 51.4266221 7.33105
n 267162506 51.5304505 7.3909702
n 267162518 51.5304497 7.3950374
n 267208040 51.5522091 7.366386
n 267222337 51.4936405 7.4218117
n 267251311 51.5010089 7.224193
n 267481433 51.3751594 7.2500144
n 267481957 51.3968059 7.2557896
n 267481959 51.3966463 7.2553196
n 267481980 51.3934176 7.249001
n 267482248 51.3890802 7.2503234
n 267482269 51.3836401 7.2422671
n 267489904 51.3947179 7.2118262
n 267623773 51.381065 7.3515401
n 267623786 51.3801705 7.3459244
n 267623790 51.3801367 7.3434372
n 267623815 51.3774875 7.3422036
n 267658088 51.4810313 7.3739229
n 267666424 51.4345305 7.3373446
n 267668438 51.435774 7.3304316
n 267673271 51.4146467 7.2682303
n 267673346 51.4153297 7.2684266
n 267675658 51.3727724 7.1879399
n 267772179 51.3203977 7.3437278
n 267772211 51.3381389 7.3910726
n 267826965 51.524626 7.472382
n 267853972 51.4341559 7.3316744
n 267968716 51.3897904 7.2278119
n 267969602 51.3832059 7.2409685
n 267970760 51.3669796 7.2213952
n 267971206 51.3729055 7.2086419
n 268016836 51.3603691 7.2280049
n 268102425 51.281533 7.3461273
n 268216396 51.5041589 7.1692986
n 268268517 51.3349915 7.4772745
n 268334706 51.3236526 7.3376947
n 268334707 51.3235474 7.3377437
n 268334710 51.3231999 7.3370965
n 268334712 51.3229418 7.3371931
n 268334725 51.3230589 7.337086
n 268339228 51.3201295 7.342679
n 268431516 51.5254548 7.5304364
n 268446254 51.3772253 7.3518765
n 268446269 51.3804375 7.3518826
n 268666547 51.5242259 7.3111037
n 268671829 51.5264241 7.3233743
n 268680651 51.5253877 7.3152524
n 268683248 51.5257844 7.3236977
n 268786835 51.5267102 7.4662091
n 268808780 51.3049619 7.3843533
n 268874456 51.4411147 7.1935025
n 268874457 51.4429675 7.1929208
n 268991389 51.5501671 7.294008
n 269172035 51.4803238 7.2218583
n 269204390 51.478261 7.4616237
n 269205117 51.4785665 7.4622133
n 269205681 51.5266794 7.4719187
n 269267913 51.5435218 7.3388946
n 269346787 51.3240587 7.3923339
n 269360233 51.3687148 7.3771339
n 269372787 51.4067124 7.1688113
n 269373016 51.4049004 7.3197675
n 269373394 51.4057896 7.3149771
n 269373543 51.4067131 7.3083822
n 269373738 51.4106598 7.3176688
n 269373811 51.4128814 7.3189849
n 269373813 51.4132908 7.3188458
n 269373822 51.2815348 7.1097226
n 269373981 51.4169888 7.3258845
n 269374212 51.4111674 7.3255261
n 269391019 51.3978657 7.3407787
n 269391024 51.3990553 7.3403849
n 269391089 51.3941657 7.3432963
n 269436686 51.3671184 7.2440815
n 269510202 51.4808741 7.38561
n 269525667 51.553452 7.4985488
n 269527684 51.5546107 7.5080894
n 269551128 51.5506085 7.4906813
n 269551834 51.5540351 7.4898807
n 269551838 51.5546472 7.4894232
n 269554680 51.4405092 7.3439804
n 269567480 51.5451944 7.2316628
n 269567487 51.5502065 7.2921376
n 269567498 51.5501561 7.2943909
n 269570857 51.5544878 7.2874199
n 269570859 51.5544511 7.2820515
n 269595698 51.5341715 7.2950158
n 269595711 51.532 7.2966662
n 269595746 51.5303117 7.2971157
n 269595784 51.5309413 7.3088499
n 269598087 51.5251322 7.3136869
n 269598468 51.5376277 7.3066669
n 269599474 51.5313099 7.3844535
n 269603033 51.4434794 7.1042051
n 269603064 51.4434836 7.1048063
n 269603067 51.4441893 7.1036739
n 269687138 51.5719019 7.1637793
n 269700907 51.4920888 7.4137748
n 269702724 51.546824 7.4816919
n 269702741 51.5546097 7.4790703
n 269704587 51.4925098 7.4139614
n 269704618 51.4921813 7.4145237
n 269704619 51.4922946 7.4147785
n 269726973 51.4091691 7.3306078
n 269727021 51.4031707 7.3276208
n 269727031 51.3984277 7.3203978
n 269727040 51.402376 7.3303353
n 269727055 51.4007168 7.340559
n 269727069 51.3993687 7.3430293
n 269727072 51.4004891 7.342424
n 269727074 51.399298 7.3440239
n 269727126 51.397308 7.3407642
n 269727145 51.3903843 7.3331627
n 269727183 51.3848003 7.3843363
n 269727212 51.4010639 7.3500907
n 269754456 51.4541625 7.1069807
n 269755029 51.5001666 7.3351708
n 269758778 51.5102831 7.3553661
n 269758785 51.5109503 7.3485881
n 269758792 51.5082318 7.3479947
n 269798561 51.5292425 7.3776319
n 269798650 51.5306145 7.3792099
n 269852293 51.5200236 7.3146323
n 269862676 51.5402856 7.3116556
n 269862715 51.5398517 7.3087557
n 269882057 51.5407806 7.3089866
n 269886491 51.5410348 7.3110015
n 269886558 51.5445259 7.3137444
n 269903280 51.544784 7.3138203
n 269903315 51.5454617 7.3131616
n 269908089 51.5397965 7.3040751
n 269909920 51.5465526 7.3120034
n 269916557 51.5416492 7.2917764
n 269922508 51.5502437 7.3066489
n 269970864 51.3219853 7.3440479
n 269983675 51.4103428 7.332619
n 269983760 51.4090054 7.3365016
n 270055233 51.5202883 7.362727
n 270068779 51.5706973 7.3178909
n 270068793 51.5730679 7.3151084
n 270068818 51.5704219 7.3173319
n 270068839 51.5690448 7.3183393
n 270071654 51.5689582 7.3185147
n 270071726 51.5665411 7.3256983
n 270085322 51.3987359 7.3298651
n 270085327 51.3967271 7.3333869
n 270085418 51.3892159 7.3260395
n 270158966 51.3291428 7.3346696
n 270166851 51.4386125 7.0961697
n 270166852 51.4386981 7.0967938
n 270166877 51.4409094 7.1004106
n 270167006 51.4395414 7.1015736
n 270175988 51.322836 7.3417609
n 270176003 51.3230556 7.3415545
n 270176014 51.3229615 7.3414706
n 270176031 51.3243167 7.340113
n 270177957 51.322297 7.3397375
n 270178541 51.3231146 7.3379087
n 270185834 51.5539393 7.4967813
n 270290592 51.5012041 7.1849346
n 270293392 51.5145035 7.468444
n 270312700 51.4471245 7.1011245
n 270353136 51.3540381 7.140993
n 270354686 51.3441323 7.1567978
n 270356107 51.3558801 7.1199139
n 270461892 51.4758971 7.4706129
n 270463386 51.480819 7.4858263
n 270463686 51.4826115 7.4962547
n 270463783 51.4843314 7.4970944
n 270463848 51.4873432 7.5005802
n 270466893 51.4886059 7.4667861
n 270466896 51.490548 7.4669987
n 270472562 51.4885611 7.4657695
n 270473498 51.4839898 7.4672786
n 270484705 51.3905818 7.1890133
n 270485374 51.3901421 7.1842275
n 270490902 51.2943756 7.3723066
n 270491834 51.2932226 7.3721109
n 270506487 51.5110891 7.224164
n 270553106 51.4726652 7.3747511
n 270555974 51.313498 7.3256942
n 270704016 51.4813293 7.4138212
n 270709975 51.5611863 7.298062
n 270710066 51.5557855 7.2819492
n 270710083 51.5607451 7.2815451
n 270716710 51.5724395 7.3037047
n 270716821 51.564164 7.304969
n 270725701 51.283178 7.5304067
n 270878815 51.3614105 7.4625023
n 270883145 51.5491979 7.3144122
n 270883201 51.5477497 7.3160278
n 270883216 51.5478132 7.3133451
n 270893961 51.5534326 7.2657708
n 270893968 51.5524084 7.2669074
n 270893984 51.5459808 7.2654739
n 270900674 51.3747867 7.3297741
n 270900684 51.3820777 7.3280486
n 270900695 51.3888813 7.3306207
n 271021137 51.5477504 7.3206316
n 271026370 51.5723052 7.3391892
n 271027709 51.4285553 7.3255837
n 271027732 51.4223705 7.3031053
n 271027754 51.4261217 7.3337107
n 271027888 51.5554527 7.342287
n 271027942 51.5529315 7.3420871
n 271027970 51.5488958 7.3379936
n 271027984 51.5484639 7.3361744
n 271042140 51.3909579 7.3462742
n 271046596 51.5549404 7.5218221
n 271047005 51.5550124 7.5212143
n 271088830 51.4397912 7.2119265
n 271090659 51.4361041 7.2089337
n 271137334 51.4397434 7.187097
n 271143060 51.439002 7.2114137
n 271282842 51.498952 7.489741
n 271282845 51.498892 7.4895608
n 271282846 51.5000744 7.4878512
n 271381328 51.5488333 7.5304814
n 271381763 51.5572757 7.5304072
n 271386687 51.471213 7.3863884
n 271398659 51.5428286 7.2204365
n 271410994 51.5653804 7.3085858
n 271411007 51.5655657 7.3083095
n 271422003 51.5473235 7.3106318
n 271446431 51.5437215 7.406116
n 271448667 51.4886581 7.5009116
n 271807335 51.527891 7.3242493
n 271866984 51.5261818 7.3268636
n 271867072 51.5349228 7.3311177
n 271867075 51.5348467 7.3313312
n 271907469 51.5537618 7.3697333
n 271907472 51.5553553 7.3682866
n 271908079 51.556923 7.3780444
n 271913090 51.4396079 7.3942806
n 271913094 51.4404974 7.3998747
n 271920549 51.5014087 7.467215
n 271920787 51.4831492 7.4730263
n 271921000 51.4809474 7.472016
n 271922701 51.4531474 7.4788698
n 271923082 51.4310047 7.4696238
n 271923370 51.4571352 7.473453
n 271923579 51.4610952 7.4677041
n 271924339 51.4610003 7.4700067
n 271948861 51.4005727 7.4323758
n 271951785 51.476971 7.0972356
n 272037197 51.5198391 7.4074087
n 272037210 51.5199979 7.4074331
n 272240399 51.5072916 7.3295852
n 272337915 51.2841082 7.2916543
n 272337919 51.2832735 7.292605
n 272337924 51.2836283 7.2938139
n 272337931 51.2834312 7.2962366
n 272399188 51.505744 7.2393722
n 272399189 51.5072148 7.2499574
n 272418127 51.5051837 7.3297663
n 272418799 51.4416651 7.3206807
n 272418924 51.4061792 7.295876
n 272420887 51.4292947 7.3124701
n 272421221 51.4281686 7.3253825
n 272421573 51.4004539 7.2402648
n 272431357 51.4998563 7.4926267
n 272432305 51.5030767 7.4948026
n 272434367 51.4979399 7.4911628
n 272480082 51.5033539 7.4666936
n 272490960 51.3213633 7.2183097
n 272491143 51.3261594 7.2030475
n 272491194 51.3254876 7.1996695
n 272491195 51.3270454 7.2038159
n 272491262 51.3266213 7.1994226
n 272596665 51.5471082 7.3600906
n 272619639 51.4336578 7.2051974
n 272619706 51.4368446 7.2085188
n 272622667 51.4302175 7.1930463
n 272686539 51.2840326 7.3046964
n 272686541 51.2841614 7.3039665
n 272814598 51.3195874 7.324841
n 272814606 51.3194734 7.3235748
n 272853693 51.3193096 7.2978312
n 272861260 51.5166255 7.2578623
n 272861287 51.5219195 7.2606937
n 272868258 51.4975425 7.3617059
n 272871884 51.5002571 7.3359308
n 273101163 51.2926072 7.2801612
n 273101168 51.2938938 7.2876571
n 273207217 51.5182062 7.3982465
n 273368906 51.5111455 7.3440968
n 273368913 51.5114913 7.3412355
n 273399230 51.419047 7.4674867
n 273399800 51.4185287 7.4776789
n 273399812 51.418734 7.4772504
n 273442337 51.4548566 7.4496451
n 273467632 51.4698195 7.0947026
n 273469321 51.4683096 7.0978288
n 273470303 51.4681137 7.1009509
n 273470465 51.4713551 7.1134258
n 273512090 51.5727782 7.2396179
n 274093274 51.5110277 7.2670494
n 274094187 51.4917611 7.4957088
n 274109866 51.5341215 7.3314152
n 274229897 51.5445701 7.3202249
n 274229913 51.5445831 7.3207007
n 274270524 51.417126 7.4640869
n 274270565 51.4209744 7.46212
n 274297600 51.5571831 7.3976428
n 274330210 51.467258 7.1447587
n 274330279 51.4707212 7.1532112
n 274342126 51.5439586 7.3882955
n 274345988 51.5427308 7.3934937
n 274364813 51.4438973 7.3386261
n 274364814 51.4437442 7.3383861
n 274375508 51.5625921 7.3306435
n 274380634 51.5705905 7.3329938
n 274380635 51.5729522 7.3226649
n 274503456 51.5444743 7.1375312
n 274556195 51.4965706 7.2831805
n 274631340 51.5208751 7.3970789
n 274644970 51.5226089 7.3952793
n 274644977 51.5230344 7.3977078
n 274653872 51.5233369 7.4062504
n 274654944 51.5474247 7.313741
n 274817456 51.5270326 7.4857757
n 274819554 51.5212401 7.4805214
n 274871867 51.5406267 7.289517
n 274881280 51.4740822 7.1407546
n 274903167 51.2891695 7.2894162
n 274918227 51.4858065 7.1294172
n 274918235 51.4858126 7.1291891
n 274918236 51.4857743 7.1282872
n 274918244 51.48534 7.1307593
n 274976856 51.4633892 7.0935836
n 274982485 51.5101744 7.3941757
n 275030615 51.5248682 7.3153436
n 275234002 51.2883586 7.3021192
n 275234007 51.2903655 7.3063967
n 275234202 51.2904955 7.3083558
n 275237087 51.2969007 7.3103369
n 275237829 51.3085504 7.3245783
n 275321696 51.4899705 7.4286778
n 275326156 51.5308867 7.2544521
n 275326175 51.5314018 7.2565224
n 275326202 51.5310251 7.2551123
n 275358663 51.3724929 7.3757084
n 275362155 51.4747103 7.4052203
n 275362166 51.4700276 7.4037037
n 275362251 51.4392472 7.4374798
n 275362424 51.4503295 7.4205302
n 275362428 51.4506159 7.4197348
n 275419510 51.5659104 7.2911074
n 275564510 51.2816791 7.2939609
n 275564512 51.2819669 7.293448
n 275564543 51.281712 7.2930912
n 275614363 51.4069148 7.280842
n 275614412 51.4049847 7.2922857
n 275624935 51.3875137 7.4301919
n 275642413 51.45343 7.4050514
n 275642518 51.4516974 7.4085588
n 275642533 51.4546856 7.4049596
n 275678027 51.4402229 7.4218169
n 275678075 51.445331 7.4208702
n 275684006 51.5203904 7.3143729
n 275685652 51.5223682 7.3136228
n 275691165 51.5249947 7.2933434
n 275695768 51.532716 7.2962689
n 275696422 51.5309635 7.2886535
n 275701132 51.5501087 7.3046653
n 275701147 51.5491711 7.3048217
n 275705620 51.5441105 7.309836
n 275877841 51.3015286 7.3442495
n 275877889 51.3016029 7.3448357
n 275907253 51.5434049 7.386951
n 275910222 51.5414376 7.3822016
n 275929337 51.5383244 7.4680308
n 275929365 51.5355339 7.457343
n 275940438 51.5635701 7.4983379
n 275971210 51.5723204 7.496276
n 275981981 51.5625795 7.4979652
n 275994295 51.5601973 7.4726113
n 275994325 51.5680276 7.4725091
n 275994329 51.5688755 7.4709056
n 275995956 51.5645395 7.4524751
n 275995969 51.5609949 7.4541281
n 275995990 51.559027 7.4645871
n 275996923 51.5625991 7.4612352
n 275997211 51.559969 7.4580428
n 275997865 51.3674996 7.2429791
n 276003366 51.4549123 7.4727103
n 276003368 51.455112 7.4717352
n 276003431 51.4388619 7.4775863
n 276016710 51.4355193 7.4397307
n 276023810 51.4275914 7.4860586
n 276023811 51.4268718 7.4865242
n 276023881 51.4212123 7.4613182
n 276023888 51.4198917 7.4574541
n 276028315 51.4824395 7.429942
n 276038380 51.4171702 7.4903378
n 276043885 51.4256222 7.4755144
n 276043905 51.4205866 7.4822233
n 276043910 51.4211783 7.4832134
n 276043929 51.4139463 7.4561433
n 276044049 51.4507232 7.480775
n 276044138 51.5446821 7.4731894
n 276044157 51.5494593 7.4741385
n 276044188 51.4897784 7.4324289
n 276047238 51.4378565 7.4784677
n 276047316 51.4414079 7.4885613
n 276051379 51.4177607 7.3914716
n 276051384 51.418335 7.3870537
n 276052976 51.5657162 7.4524909
n 276053192 51.5692158 7.4723857
